sid,search,"splunk_server","_time","is_realtime","event_count","exec_time","result_count","scan_count",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time"
"1583317020.27605","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583317020.504528",0,12,1583317020,12,0,canceled,"17.971",,,,,,,,,,,
"1583320620.27618","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583320620.768857",0,12,1583320620,12,0,canceled,"12.205",,,,,,,,,,,
"1583324220.27631","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583324220.508526",0,9,1583324220,9,0,canceled,"5.564",,,,,,,,,,,
"1583327820.27644","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583327820.664618",0,7,1583327820,7,0,canceled,"30.254",,,,,,,,,,,
"1583331420.27657","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583331420.803391",0,9,1583331420,9,0,canceled,"6.517",,,,,,,,,,,
"1583335020.27670","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583335020.653979",0,10,1583335020,10,0,canceled,"33.006",,,,,,,,,,,
"1583338620.27682","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583338620.698604",0,11,1583338620,11,0,canceled,"34.286",,,,,,,,,,,
"1583342220.27695","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583342220.668224",0,7,1583342220,7,0,canceled,"32.927",,,,,,,,,,,
"1583345820.27708","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583345820.773763",0,10,1583345820,10,0,canceled,"34.821",,,,,,,,,,,
"1583349420.27721","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583349420.781489",0,7,1583349420,7,0,canceled,"28.428",,,,,,,,,,,
"1583353021.27734","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583353021.032966",0,8,1583353021,8,0,canceled,"7.109",,,,,,,,,,,
"1583356621.27747","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583356621.088360",0,10,1583356621,10,0,canceled,"2.215",,,,,,,,,,,
"1583360221.27760","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583360221.066838",0,11,1583360221,11,0,canceled,"1.829",,,,,,,,,,,
"1583363820.27773","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583363820.955148",0,7,1583363821,7,0,canceled,"2.462",,,,,,,,,,,
"1583367420.27786","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583367420.786451",0,5,1583367420,5,0,canceled,"1.86",,,,,,,,,,,
"1583371020.27799","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583371020.924127",0,7,1583371021,7,0,canceled,"1.869",,,,,,,,,,,
"1583374620.27812","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583374620.959417",0,8,1583374621,8,0,canceled,"1.7830000000000001",,,,,,,,,,,
"1583378221.27825","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583378221.074306",0,9,1583378221,9,0,canceled,"1.907",,,,,,,,,,,
"1583381821.27838","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583381821.176982",0,10,1583381821,10,0,canceled,"1.6420000000000001",,,,,,,,,,,
"1583385421.27851","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583385421.069057",0,6,1583385421,6,0,canceled,"1.7670000000000001",,,,,,,,,,,
"1583389021.27864","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583389021.197116",0,7,1583389021,7,0,canceled,"2.387",,,,,,,,,,,
"1583392621.27877","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583392621.115437",0,9,1583392621,9,0,canceled,"1.865",,,,,,,,,,,
"1583396221.27890","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583396221.186000",0,10,1583396221,10,0,canceled,"1.917",,,,,,,,,,,
"1583399821.27906","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583399821.172242",0,11,1583399821,11,0,canceled,"1.8860000000000001",,,,,,,,,,,
"1583403421.27919","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583403421.143193",0,12,1583403421,12,0,canceled,"1.743",,,,,,,,,,,
"1583407021.27932","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583407021.149477",0,12,1583407021,12,0,canceled,"1.689",,,,,,,,,,,
"1583410621.27945","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583410621.066747",0,9,1583410621,9,0,canceled,"2.134",,,,,,,,,,,
"1583414221.27958","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583414221.063006",0,9,1583414221,9,0,canceled,"2.133",,,,,,,,,,,
"1583417821.27971","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583417821.046257",0,11,1583417821,11,0,canceled,"2.824",,,,,,,,,,,
"1583421420.27984","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583421420.966403",0,10,1583421421,10,0,canceled,"1.816",,,,,,,,,,,
"1583425020.27997","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583425020.831249",0,7,1583425020,7,0,canceled,"2.243",,,,,,,,,,,
"1583428620.28010","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583428620.859476",0,7,1583428620,7,0,canceled,"1.7850000000000001",,,,,,,,,,,
"1583432220.28023","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583432220.828972",0,10,1583432220,10,0,canceled,"1.823",,,,,,,,,,,
"1583435820.28036","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583435820.964615",0,9,1583435821,9,0,canceled,"1.926",,,,,,,,,,,
"1583439420.28049","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583439420.939940",0,8,1583439421,8,0,canceled,"1.826",,,,,,,,,,,
"1583443020.28062","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583443020.729115",0,7,1583443020,7,0,canceled,"1.82",,,,,,,,,,,
"1583446620.28075","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583446620.714571",0,8,1583446620,8,0,canceled,"2.036",,,,,,,,,,,
"1583450220.28088","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583450220.638349",0,10,1583450220,10,0,canceled,"20.728",,,,,,,,,,,
"1583453820.28101","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583453820.660554",0,8,1583453820,8,0,canceled,"4.252",,,,,,,,,,,
"1583457420.28114","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583457420.577919",0,10,1583457420,10,0,canceled,"17.207",,,,,,,,,,,
"1583461020.28127","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583461020.656723",0,11,1583461020,11,0,canceled,"17.099",,,,,,,,,,,
"1583464620.28140","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583464620.837141",0,8,1583464620,8,0,canceled,"33.230000000000004",,,,,,,,,,,
"1583468220.28152","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583468220.943081",0,8,1583468221,8,0,canceled,"21.405",,,,,,,,,,,
"1583471820.28165","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583471820.886108",0,8,1583471820,8,0,canceled,"34.721000000000004",,,,,,,,,,,
"1583475421.28178","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583475421.010140",0,11,1583475421,11,0,canceled,"5.8500000000000005",,,,,,,,,,,
"1583479021.28191","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583479021.279591",0,10,1583479021,10,0,canceled,"35.089",,,,,,,,,,,
"1583482621.28204","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583482621.194474",0,8,1583482621,8,0,canceled,"32.226",,,,,,,,,,,
"1583486221.28220","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583486221.288459",0,12,1583486221,12,0,canceled,"4.694",,,,,,,,,,,
"1583489821.28233","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583489821.262393",0,8,1583489821,8,0,canceled,"2.753",,,,,,,,,,,
"1583493421.28246","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583493421.233501",0,4,1583493421,4,0,canceled,"2.974",,,,,,,,,,,
"1583497021.28259","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583497021.251780",0,12,1583497021,12,0,canceled,"2.852",,,,,,,,,,,
"1583500621.28272","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583500621.240354",0,8,1583500621,8,0,canceled,"11.166",,,,,,,,,,,
"1583504221.28285","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583504221.262554",0,4,1583504221,4,0,canceled,"7.186",,,,,,,,,,,
"1583507821.28298","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583507821.416947",0,10,1583507821,10,0,canceled,"13.857000000000001",,,,,,,,,,,
"1583511420.28310","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583511420.535029",0,9,1583511420,9,0,canceled,"3.2920000000000003",,,,,,,,,,,
"1583515020.28323","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583515020.598608",0,10,1583515020,10,0,canceled,"25.396",,,,,,,,,,,
"1583518620.28336","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583518620.601661",0,8,1583518620,8,0,canceled,"21.14",,,,,,,,,,,
"1583522220.28349","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583522220.805399",0,10,1583522220,10,0,canceled,"33.499",,,,,,,,,,,
"1583525820.28362","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583525820.870545",0,9,1583525820,9,0,canceled,"32.448",,,,,,,,,,,
"1583529420.28375","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583529420.799102",0,8,1583529420,8,0,canceled,"32.745",,,,,,,,,,,
"1583533020.28388","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583533020.677432",0,12,1583533020,12,0,canceled,"3.1390000000000002",,,,,,,,,,,
"1583536620.28401","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583536620.877657",0,7,1583536620,7,0,canceled,"3.079",,,,,,,,,,,
"1583540221.28414","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583540221.247816",0,10,1583540221,10,0,canceled,"2.661",,,,,,,,,,,
"1583543821.28427","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583543821.263251",0,8,1583543821,8,0,canceled,"4.885",,,,,,,,,,,
"1583547421.28440","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583547421.244882",0,10,1583547421,10,0,canceled,"8.196",,,,,,,,,,,
"1583551020.28453","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583551020.525136",0,11,1583551020,11,0,canceled,"4.075",,,,,,,,,,,
"1583554621.28466","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583554621.444018",0,9,1583554621,9,0,canceled,"10.006",,,,,,,,,,,
"1583558220.28479","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583558220.539964",0,10,1583558220,10,0,canceled,"6.226",,,,,,,,,,,
"1583561820.28491","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583561820.826401",0,9,1583561820,9,0,canceled,"8.095",,,,,,,,,,,
"1583565420.28504","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583565420.986225",0,10,1583565421,10,0,canceled,"33.514",,,,,,,,,,,
"1583569021.28517","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583569021.182412",0,11,1583569021,11,0,canceled,"33.495",,,,,,,,,,,
"1583572621.28533","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583572621.216274",0,7,1583572621,7,0,canceled,"33.167",,,,,,,,,,,
"1583576221.28546","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583576221.222677",0,11,1583576221,11,0,canceled,"17.787",,,,,,,,,,,
"1583579821.28559","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583579821.453700",0,8,1583579821,8,0,canceled,"4.369",,,,,,,,,,,
"1583583421.28572","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583583421.392220",0,8,1583583421,8,0,canceled,"2.739",,,,,,,,,,,
"1583587021.28585","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583587021.428679",0,11,1583587021,11,0,canceled,"2.953",,,,,,,,,,,
"1583590621.28598","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583590621.446497",0,7,1583590621,7,0,canceled,"6.081",,,,,,,,,,,
"1583594221.28611","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583594221.371501",0,8,1583594221,8,0,canceled,"4.643",,,,,,,,,,,
"1583597821.28624","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583597821.317562",0,11,1583597821,11,0,canceled,"13.673",,,,,,,,,,,
"1583601420.28637","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583601420.837926",0,13,1583601420,13,0,canceled,"6.159",,,,,,,,,,,
"1583605021.28650","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583605021.352315",0,9,1583605021,9,0,canceled,"7.382000000000001",,,,,,,,,,,
"1583608620.28663","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583608620.673617",0,10,1583608620,10,0,canceled,"31.756",,,,,,,,,,,
"1583612220.28676","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583612220.638086",0,9,1583612220,9,0,canceled,"16.836000000000002",,,,,,,,,,,
"1583615820.28689","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583615820.697304",0,8,1583615820,8,0,canceled,"6.932",,,,,,,,,,,
"1583619420.28702","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583619420.902561",0,8,1583619420,8,0,canceled,"32.141",,,,,,,,,,,
"1583623021.28715","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583623021.067869",0,7,1583623021,7,0,canceled,"33.635",,,,,,,,,,,
"1583626620.28728","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583626620.992720",0,8,1583626621,8,0,canceled,"3.1310000000000002",,,,,,,,,,,
"1583630221.28741","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583630221.009544",0,9,1583630221,9,0,canceled,"4.039",,,,,,,,,,,
"1583633820.28754","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583633820.897713",0,11,1583633820,11,0,canceled,"2.884",,,,,,,,,,,
"1583637420.28767","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583637420.886215",0,11,1583637420,11,0,canceled,"4.447",,,,,,,,,,,
"1583641020.28779","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583641020.853953",0,9,1583641020,9,0,canceled,"3.894",,,,,,,,,,,
"1583644620.28792","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583644620.768000",0,10,1583644620,10,0,canceled,"3.939",,,,,,,,,,,
"1583648220.28805","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583648220.712945",0,12,1583648220,12,0,canceled,"4.966",,,,,,,,,,,
"1583651820.28818","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583651820.640091",0,11,1583651820,11,0,canceled,"33.814",,,,,,,,,,,
"1583655420.28834","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583655420.508375",0,11,1583655420,11,0,canceled,"13.412",,,,,,,,,,,
"1583659021.28847","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583659021.455771",0,4,1583659021,4,0,canceled,"33.676",,,,,,,,,,,
"1583662621.28860","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583662621.459084",0,10,1583662621,10,0,canceled,"33.271",,,,,,,,,,,
"1583666221.28873","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583666221.334506",0,10,1583666221,10,0,canceled,"32.685",,,,,,,,,,,
"1583669821.28886","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583669821.333288",0,10,1583669821,10,0,canceled,"4.714",,,,,,,,,,,
"1583673421.28899","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583673421.323265",0,10,1583673421,10,0,canceled,"3.702",,,,,,,,,,,
"1583677021.28912","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583677021.337374",0,8,1583677021,8,0,canceled,"3.488",,,,,,,,,,,
"1583680621.28925","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583680621.373887",0,7,1583680621,7,0,canceled,"2.517",,,,,,,,,,,
"1583684221.28938","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583684221.336815",0,11,1583684221,11,0,canceled,"3.833",,,,,,,,,,,
"1583687821.28951","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583687821.218312",0,9,1583687821,9,0,canceled,"5.882000000000001",,,,,,,,,,,
"1583691421.28963","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583691421.231359",0,9,1583691421,9,0,canceled,"13.605",,,,,,,,,,,
"1583695021.28976","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583695021.139448",0,10,1583695021,10,0,canceled,"24.12",,,,,,,,,,,
"1583698621.28989","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583698621.272350",0,8,1583698621,8,0,canceled,"8.116",,,,,,,,,,,
"1583702221.29002","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583702221.429232",0,11,1583702221,11,0,canceled,"9.138",,,,,,,,,,,
"1583705820.29015","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583705820.571978",0,10,1583705820,10,0,canceled,"14.137",,,,,,,,,,,
"1583709420.29028","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583709420.601692",0,9,1583709420,9,0,canceled,"33.632",,,,,,,,,,,
"1583713020.29041","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583713020.608464",0,8,1583713020,8,0,canceled,"31.442",,,,,,,,,,,
"1583716620.29054","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583716620.744507",0,8,1583716620,8,0,completed,"10.169",,,,,,,,,,,
"1583720220.29067","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583720220.811789",0,9,1583720220,9,0,canceled,"3.0180000000000002",,,,,,,,,,,
"1583723820.29080","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583723820.866026",0,5,1583723820,5,0,canceled,"3.666",,,,,,,,,,,
"1583727421.6","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583727421.312560",0,8,1583727421,8,0,canceled,"3.678",,,,,,,,,,,
"1583731021.19","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583731021.229241",0,13,1583731021,13,0,canceled,"3.702",,,,,,,,,,,
"1583734621.32","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583734621.084060",0,7,1583734621,7,0,canceled,"2.949",,,,,,,,,,,
"1583738221.45","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583738221.348164",0,10,1583738221,10,0,canceled,"32.061",,,,,,,,,,,
"1583741821.61","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583741821.315407",0,8,1583741821,8,0,canceled,"4.761",,,,,,,,,,,
"1583745421.74","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583745421.094923",0,9,1583745421,9,0,canceled,"12.242",,,,,,,,,,,
"1583749021.87","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583749021.147672",0,11,1583749021,11,0,canceled,"8.392",,,,,,,,,,,
"1583752621.100","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583752621.309064",0,10,1583752621,10,0,canceled,"29.091",,,,,,,,,,,
"1583756221.113","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583756221.332096",0,10,1583756221,10,0,canceled,"11.068",,,,,,,,,,,
"1583759821.126","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583759821.328249",0,8,1583759821,8,0,canceled,"33.629",,,,,,,,,,,
"1583763421.139","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583763421.078932",0,11,1583763421,11,0,canceled,"31.17",,,,,,,,,,,
"1583767021.152","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583767021.065509",0,6,1583767021,6,0,canceled,"38.533",,,,,,,,,,,
"1583770621.165","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583770621.105441",0,7,1583770621,7,0,canceled,"33.208",,,,,,,,,,,
"1583774221.178","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583774221.127389",0,8,1583774221,8,0,canceled,"32.541000000000004",,,,,,,,,,,
"1583777821.191","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583777821.139039",0,7,1583777821,7,0,canceled,"13.002",,,,,,,,,,,
"1583781421.204","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583781421.062870",0,11,1583781421,11,0,canceled,"4.896",,,,,,,,,,,
"1583785020.217","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583785020.952241",0,10,1583785021,10,0,canceled,"4.793",,,,,,,,,,,
"1583788620.230","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583788620.847278",0,10,1583788620,10,0,canceled,"16.771",,,,,,,,,,,
"1583792220.243","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583792220.855687",0,6,1583792220,6,0,canceled,"12.248000000000001",,,,,,,,,,,
"1583795820.256","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583795820.725582",0,10,1583795820,10,0,canceled,"12.431000000000001",,,,,,,,,,,
"1583799420.268","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583799420.839113",0,9,1583799420,9,0,canceled,"11.811",,,,,,,,,,,
"1583803020.281","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583803020.738475",0,13,1583803020,13,0,canceled,"24.991",,,,,,,,,,,
"1583806620.294","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583806620.647107",0,8,1583806620,8,0,canceled,"33.387",,,,,,,,,,,
"1583810220.307","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583810220.692870",0,11,1583810220,11,0,canceled,"34.057",,,,,,,,,,,
"1583813820.320","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583813820.649503",0,6,1583813820,6,0,canceled,"33.548",,,,,,,,,,,
"1583817420.333","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583817420.661943",0,6,1583817420,6,0,canceled,"33.969",,,,,,,,,,,
"1583821020.346","| copybuckets json=""{\""providers\"": {}, \""vixes\"": {}}""",usrlsplunkmstidx,"1583821020.605358",0,12,1583821020,12,0,canceled,"27.352",,,,,,,,,,,
"1583824620.359","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583824620.877241",0,11,1583824620,11,0,canceled,"6.38",,,,,,,,,,,
"1583828221.375","| copybuckets json=""{\""vixes\"": {}, \""providers\"": {}}""",usrlsplunkmstidx,"1583828221.128227",0,12,1583828221,12,0,canceled,"3.65",,,,,,,,,,,
